"Uniprot1","Uniprot2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","drug1","drug2","drug_pair","network"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Cephalexin","Penicillin G","Cephalexin_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Cephalexin","Piperacillin","Cephalexin_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Amoxicillin","Amoxicillin_Imipenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Aztreonam","Aztreonam_Imipenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Cefaclor","Cefaclor_Imipenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Cefotaxime","Cefotaxime_Imipenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Cephalexin","Cephalexin_Imipenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Meropenem","Imipenem_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Penicillin G","Imipenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Imipenem","Piperacillin","Imipenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Amoxicillin","Amoxicillin_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Aztreonam","Aztreonam_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Cefaclor","Cefaclor_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Cefotaxime","Cefotaxime_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Cephalexin","Cephalexin_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Imipenem","Imipenem_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Penicillin G","Meropenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Meropenem","Piperacillin","Meropenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Amoxicillin","Amoxicillin_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Aztreonam","Aztreonam_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Cefaclor","Cefaclor_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Cefotaxime","Cefotaxime_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Cephalexin","Cephalexin_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Imipenem","Imipenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Meropenem","Meropenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Penicillin G","Piperacillin","Penicillin G_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Amoxicillin","Amoxicillin_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Aztreonam","Aztreonam_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Cefaclor","Cefaclor_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Cefotaxime","Cefotaxime_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Cephalexin","Cephalexin_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Imipenem","Imipenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Meropenem","Meropenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b0839",2,51,56,51,54,51,56,"Piperacillin","Penicillin G","Penicillin G_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Amoxicillin","Triclosan","Amoxicillin_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Aztreonam","Triclosan","Aztreonam_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Cefaclor","Triclosan","Cefaclor_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Cefotaxime","Triclosan","Cefotaxime_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Cephalexin","Triclosan","Cephalexin_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Imipenem","Triclosan","Imipenem_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Meropenem","Triclosan","Meropenem_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Penicillin G","Triclosan","Penicillin G_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b1288",3,51,51,78,64,51,78,"Piperacillin","Triclosan","Piperacillin_Triclosan","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Amoxicillin","Ciprofloxacin","Amoxicillin_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Amoxicillin","Levofloxacin","Amoxicillin_Levofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Amoxicillin","Moxifloxacin","Amoxicillin_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Amoxicillin","Novobiocin","Amoxicillin_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Aztreonam","Ciprofloxacin","Aztreonam_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Aztreonam","Levofloxacin","Aztreonam_Levofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Aztreonam","Moxifloxacin","Aztreonam_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Aztreonam","Novobiocin","Aztreonam_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefaclor","Ciprofloxacin","Cefaclor_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefaclor","Levofloxacin","Cefaclor_Levofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefaclor","Moxifloxacin","Cefaclor_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefaclor","Novobiocin","Cefaclor_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefotaxime","Ciprofloxacin","Cefotaxime_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefotaxime","Levofloxacin","Cefotaxime_Levofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefotaxime","Moxifloxacin","Cefotaxime_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cefotaxime","Novobiocin","Cefotaxime_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cephalexin","Ciprofloxacin","Cephalexin_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cephalexin","Levofloxacin","Cephalexin_Levofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cephalexin","Moxifloxacin","Cephalexin_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Cephalexin","Novobiocin","Cephalexin_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Imipenem","Ciprofloxacin","Ciprofloxacin_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Imipenem","Levofloxacin","Imipenem_Levofloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Imipenem","Moxifloxacin","Imipenem_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Imipenem","Novobiocin","Imipenem_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Meropenem","Ciprofloxacin","Ciprofloxacin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Meropenem","Levofloxacin","Levofloxacin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Meropenem","Moxifloxacin","Meropenem_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Meropenem","Novobiocin","Meropenem_Novobiocin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Penicillin G","Ciprofloxacin","Ciprofloxacin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Penicillin G","Levofloxacin","Levofloxacin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Penicillin G","Moxifloxacin","Moxifloxacin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Penicillin G","Novobiocin","Novobiocin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Piperacillin","Ciprofloxacin","Ciprofloxacin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Piperacillin","Levofloxacin","Levofloxacin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Piperacillin","Moxifloxacin","Moxifloxacin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b2231",2,51,51,70,60,51,70,"Piperacillin","Novobiocin","Novobiocin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Amoxicillin","Flucytosine","Amoxicillin_Flucytosine","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Aztreonam","Flucytosine","Aztreonam_Flucytosine","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Cefaclor","Flucytosine","Cefaclor_Flucytosine","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Cefotaxime","Flucytosine","Cefotaxime_Flucytosine","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Cephalexin","Flucytosine","Cephalexin_Flucytosine","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Imipenem","Flucytosine","Flucytosine_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Meropenem","Flucytosine","Flucytosine_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Penicillin G","Flucytosine","Flucytosine_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b2827",2,51,51,56,54,51,56,"Piperacillin","Flucytosine","Flucytosine_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Amoxicillin","Sulfamonomethoxine","Amoxicillin_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Aztreonam","Sulfamonomethoxine","Aztreonam_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Cefaclor","Sulfamonomethoxine","Cefaclor_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Cefotaxime","Sulfamonomethoxine","Cefotaxime_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Cephalexin","Sulfamonomethoxine","Cephalexin_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Imipenem","Sulfamonomethoxine","Imipenem_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Meropenem","Sulfamonomethoxine","Meropenem_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Penicillin G","Sulfamonomethoxine","Penicillin G_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3177",2,51,51,59,55,51,59,"Piperacillin","Sulfamonomethoxine","Piperacillin_Sulfamonomethoxine","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Aztreonam","Amoxicillin_Aztreonam","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Cefaclor","Amoxicillin_Cefaclor","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Cefotaxime","Amoxicillin_Cefotaxime","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Cephalexin","Amoxicillin_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Imipenem","Amoxicillin_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Meropenem","Amoxicillin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Penicillin G","Amoxicillin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Amoxicillin","Piperacillin","Amoxicillin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Amoxicillin","Amoxicillin_Aztreonam","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Cefaclor","Aztreonam_Cefaclor","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Cefotaxime","Aztreonam_Cefotaxime","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Cephalexin","Aztreonam_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Imipenem","Aztreonam_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Meropenem","Aztreonam_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Penicillin G","Aztreonam_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Aztreonam","Piperacillin","Aztreonam_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Amoxicillin","Amoxicillin_Cefaclor","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Aztreonam","Aztreonam_Cefaclor","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Cefotaxime","Cefaclor_Cefotaxime","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Cephalexin","Cefaclor_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Imipenem","Cefaclor_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Meropenem","Cefaclor_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Penicillin G","Cefaclor_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefaclor","Piperacillin","Cefaclor_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Amoxicillin","Amoxicillin_Cefotaxime","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Aztreonam","Aztreonam_Cefotaxime","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Cefaclor","Cefaclor_Cefotaxime","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Cephalexin","Cefotaxime_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Imipenem","Cefotaxime_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Meropenem","Cefotaxime_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Penicillin G","Cefotaxime_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cefotaxime","Piperacillin","Cefotaxime_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Amoxicillin","Amoxicillin_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Aztreonam","Aztreonam_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Cefaclor","Cefaclor_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Cefotaxime","Cefotaxime_Cephalexin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Imipenem","Cephalexin_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Meropenem","Cephalexin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Penicillin G","Cephalexin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Cephalexin","Piperacillin","Cephalexin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Amoxicillin","Amoxicillin_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Aztreonam","Aztreonam_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Cefaclor","Cefaclor_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Cefotaxime","Cefotaxime_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Cephalexin","Cephalexin_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Meropenem","Imipenem_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Penicillin G","Imipenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Imipenem","Piperacillin","Imipenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Amoxicillin","Amoxicillin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Aztreonam","Aztreonam_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Cefaclor","Cefaclor_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Cefotaxime","Cefotaxime_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Cephalexin","Cephalexin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Imipenem","Imipenem_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Penicillin G","Meropenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Meropenem","Piperacillin","Meropenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Amoxicillin","Amoxicillin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Aztreonam","Aztreonam_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Cefaclor","Cefaclor_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Cefotaxime","Cefotaxime_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Cephalexin","Cephalexin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Imipenem","Imipenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Meropenem","Meropenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Penicillin G","Piperacillin","Penicillin G_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Amoxicillin","Amoxicillin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Aztreonam","Aztreonam_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Cefaclor","Cefaclor_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Cefotaxime","Cefotaxime_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Cephalexin","Cephalexin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Imipenem","Imipenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Meropenem","Meropenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3182",1,51,51,58,54,51,58,"Piperacillin","Penicillin G","Penicillin G_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Amoxicillin","Fosfomycin","Amoxicillin_Fosfomycin","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Aztreonam","Fosfomycin","Aztreonam_Fosfomycin","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Cefaclor","Fosfomycin","Cefaclor_Fosfomycin","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Cefotaxime","Fosfomycin","Cefotaxime_Fosfomycin","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Cephalexin","Fosfomycin","Cephalexin_Fosfomycin","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Imipenem","Fosfomycin","Fosfomycin_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Meropenem","Fosfomycin","Fosfomycin_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Penicillin G","Fosfomycin","Fosfomycin_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3189",2,51,51,67,59,51,67,"Piperacillin","Fosfomycin","Fosfomycin_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Amoxicillin","Doxycycline","Amoxicillin_Doxycycline","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Aztreonam","Doxycycline","Aztreonam_Doxycycline","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Cefaclor","Doxycycline","Cefaclor_Doxycycline","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Cefotaxime","Doxycycline","Cefotaxime_Doxycycline","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Cephalexin","Doxycycline","Cephalexin_Doxycycline","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Imipenem","Doxycycline","Doxycycline_Imipenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Meropenem","Doxycycline","Doxycycline_Meropenem","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Penicillin G","Doxycycline","Doxycycline_Penicillin G","EcoliNet.v1.txt"
"eco:b0839","eco:b3230",2,51,51,259,155,51,259,"Piperacillin","Doxycycline","Doxycycline_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3251",2,51,51,99,75,51,99,"Amoxicillin","A22","A22_Amoxicillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3251",2,51,51,99,75,51,99,"Aztreonam","A22","A22_Aztreonam","EcoliNet.v1.txt"
"eco:b0839","eco:b3251",2,51,51,99,75,51,99,"Cefaclor","A22","A22_Cefaclor","EcoliNet.v1.txt"
"eco:b0839","eco:b3251",2,51,51,99,75,51,99,"Cefotaxime","A22","A22_Cefotaxime","EcoliNet.v1.txt"
