"KEGG1_KEGG2","KEGG1","KEGG2","drug_pair","Drug1","Drug2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","adjacency","network"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Cefaclor","Aztreonam","Cefaclor",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Cephalexin","Aztreonam","Cephalexin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Imipenem","Aztreonam","Imipenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Meropenem","Aztreonam","Meropenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Penicillin G","Aztreonam","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Piperacillin","Aztreonam","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Cephalexin","Cefaclor","Cephalexin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Imipenem","Cefaclor","Imipenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Meropenem","Cefaclor","Meropenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Penicillin G","Cefaclor","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Piperacillin","Cefaclor","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefotaxime_Imipenem","Cefotaxime","Imipenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefotaxime_Meropenem","Cefotaxime","Meropenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cephalexin_Imipenem","Cephalexin","Imipenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cephalexin_Meropenem","Cephalexin","Meropenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cephalexin_Penicillin G","Cephalexin","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cephalexin_Piperacillin","Cephalexin","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Imipenem_Meropenem","Imipenem","Meropenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Imipenem_Penicillin G","Imipenem","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Imipenem_Piperacillin","Imipenem","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Aztreonam_Mecillinam","Aztreonam","Mecillinam",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefaclor_Mecillinam","Cefaclor","Mecillinam",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cefotaxime_Mecillinam","Cefotaxime","Mecillinam",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Cephalexin_Mecillinam","Cephalexin","Mecillinam",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Imipenem_Mecillinam","Imipenem","Mecillinam",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Mecillinam_Meropenem","Mecillinam","Meropenem",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Mecillinam_Penicillin G","Mecillinam","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Mecillinam_Piperacillin","Mecillinam","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Meropenem_Penicillin G","Meropenem","Penicillin G",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Meropenem_Piperacillin","Meropenem","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Penicillin G_Piperacillin","Penicillin G","Piperacillin",2,46,46,141,93.5,46,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Amoxicillin_Clindamycin","Amoxicillin","Clindamycin",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Aztreonam_Clindamycin","Aztreonam","Clindamycin",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Cefaclor_Clindamycin","Cefaclor","Clindamycin",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Cefotaxime_Clindamycin","Cefotaxime","Clindamycin",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Cephalexin_Clindamycin","Cephalexin","Clindamycin",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Clindamycin_Imipenem","Clindamycin","Imipenem",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Clindamycin_Mecillinam","Clindamycin","Mecillinam",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Clindamycin_Meropenem","Clindamycin","Meropenem",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Clindamycin_Penicillin G","Clindamycin","Penicillin G",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0635_eco:b3985","eco:b0635","eco:b3985","Clindamycin_Piperacillin","Clindamycin","Piperacillin",2,46,46,128,87,46,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3177","eco:b0026","eco:b3177","Pseudomonic acid_Sulfamonomethoxine","Pseudomonic acid","Sulfamonomethoxine",2,86,140,86,113,86,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3177","eco:b0048","eco:b3177","Sulfamonomethoxine_Trimethoprim","Sulfamonomethoxine","Trimethoprim",1,86,132,86,109,86,132,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",2,86,206,86,146,86,206,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",2,86,86,120,103,86,120,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3230","eco:b3177","eco:b3230","Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",2,86,86,278,182,86,278,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3296","eco:b3177","eco:b3296","Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",2,86,86,231,158.5,86,231,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",2,86,86,141,113.5,86,141,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3177_eco:b3985","eco:b3177","eco:b3985","Clindamycin_Sulfamonomethoxine","Clindamycin","Sulfamonomethoxine",2,86,86,128,107,86,128,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Amoxicillin_Pseudomonic acid","Amoxicillin","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Aztreonam_Pseudomonic acid","Aztreonam","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Cefaclor_Pseudomonic acid","Cefaclor","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Cefotaxime_Pseudomonic acid","Cefotaxime","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Cephalexin_Pseudomonic acid","Cephalexin","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Imipenem_Pseudomonic acid","Imipenem","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Meropenem_Pseudomonic acid","Meropenem","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Penicillin G_Pseudomonic acid","Penicillin G","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Piperacillin_Pseudomonic acid","Piperacillin","Pseudomonic acid",2,120,140,120,130,120,140,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Amoxicillin_Trimethoprim","Amoxicillin","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Aztreonam_Trimethoprim","Aztreonam","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Cefaclor_Trimethoprim","Cefaclor","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Cefotaxime_Trimethoprim","Cefotaxime","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Cephalexin_Trimethoprim","Cephalexin","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Imipenem_Trimethoprim","Imipenem","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Meropenem_Trimethoprim","Meropenem","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",2,120,132,120,126,120,132,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Imipenem","Amoxicillin","Imipenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Meropenem","Amoxicillin","Meropenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Cefaclor","Aztreonam","Cefaclor",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Cephalexin","Aztreonam","Cephalexin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Imipenem","Aztreonam","Imipenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Meropenem","Aztreonam","Meropenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Penicillin G","Aztreonam","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Aztreonam_Piperacillin","Aztreonam","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefaclor_Cephalexin","Cefaclor","Cephalexin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefaclor_Imipenem","Cefaclor","Imipenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefaclor_Meropenem","Cefaclor","Meropenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefaclor_Penicillin G","Cefaclor","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefaclor_Piperacillin","Cefaclor","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefotaxime_Imipenem","Cefotaxime","Imipenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefotaxime_Meropenem","Cefotaxime","Meropenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cephalexin_Imipenem","Cephalexin","Imipenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cephalexin_Meropenem","Cephalexin","Meropenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cephalexin_Penicillin G","Cephalexin","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Cephalexin_Piperacillin","Cephalexin","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Imipenem_Meropenem","Imipenem","Meropenem",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Imipenem_Penicillin G","Imipenem","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Imipenem_Piperacillin","Imipenem","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Meropenem_Penicillin G","Meropenem","Penicillin G",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Meropenem_Piperacillin","Meropenem","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Penicillin G_Piperacillin","Penicillin G","Piperacillin",1,120,206,120,163,120,206,1,"CC.EcoliNet.v1.2296gene.50528link.txt"
"eco:b3182_eco:b3230","eco:b3182","eco:b3230","Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",2,120,120,278,199,120,278,0,"CC.EcoliNet.v1.2296gene.50528link.txt"
