"KEGG1_KEGG2","KEGG1","KEGG2","Drug1_Drug2","Drug1","Drug2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","network"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Cephalexin_Mecillinam","Cephalexin","Mecillinam",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Cephalexin_Meropenem","Cephalexin","Meropenem",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Cephalexin_Penicillin G","Cephalexin","Penicillin G",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Cephalexin_Piperacillin","Cephalexin","Piperacillin",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Imipenem_Mecillinam","Imipenem","Mecillinam",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Imipenem_Meropenem","Imipenem","Meropenem",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Imipenem_Penicillin G","Imipenem","Penicillin G",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Imipenem_Piperacillin","Imipenem","Piperacillin",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Meropenem_Penicillin G","Meropenem","Penicillin G",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Meropenem_Piperacillin","Meropenem","Piperacillin",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b0635","eco:b0084","eco:b0635","Penicillin G_Piperacillin","Penicillin G","Piperacillin",1,1,1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"eco:b0084_eco:b3887","eco:b0084","eco:b3887","Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",5,1,48,1,24.5,1,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3887","eco:b0084","eco:b3887","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",5,1,48,1,24.5,1,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3887","eco:b0084","eco:b3887","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",5,1,48,1,24.5,1,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3887","eco:b0084","eco:b3887","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",5,1,48,1,24.5,1,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3887","eco:b0084","eco:b3887","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",5,1,48,1,24.5,1,48,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3887","eco:b0149","eco:b3887","Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3887","eco:b0149","eco:b3887","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3887","eco:b0149","eco:b3887","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3887","eco:b0149","eco:b3887","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3887","eco:b0149","eco:b3887","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3887","eco:b0635","eco:b3887","Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",4,1,72,1,36.5,1,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3887","eco:b0635","eco:b3887","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",4,1,72,1,36.5,1,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3887","eco:b0635","eco:b3887","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",4,1,72,1,36.5,1,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3887","eco:b0635","eco:b3887","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",4,1,72,1,36.5,1,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3887","eco:b0635","eco:b3887","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",4,1,72,1,36.5,1,72,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3887","eco:b0839","eco:b3887","Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",5,1,43,1,22,1,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3887","eco:b0839","eco:b3887","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",5,1,43,1,22,1,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3887","eco:b0839","eco:b3887","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",5,1,43,1,22,1,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3887","eco:b0839","eco:b3887","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",5,1,43,1,22,1,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3887","eco:b0839","eco:b3887","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",5,1,43,1,22,1,43,"EcoliNet.v1.benchmark.txt"
"eco:b2231_eco:b3887","eco:b2231","eco:b3887","Ciprofloxacin_Fusidic acid","Ciprofloxacin","Fusidic acid",5,1,20,1,10.5,1,20,"EcoliNet.v1.benchmark.txt"
"eco:b2827_eco:b3887","eco:b2827","eco:b3887","Flucytosine_Fusidic acid","Flucytosine","Fusidic acid",6,1,29,1,15,1,29,"EcoliNet.v1.benchmark.txt"
"eco:b3182_eco:b3887","eco:b3182","eco:b3887","Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",5,1,34,1,17.5,1,34,"EcoliNet.v1.benchmark.txt"
"eco:b3182_eco:b3887","eco:b3182","eco:b3887","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",5,1,34,1,17.5,1,34,"EcoliNet.v1.benchmark.txt"
"eco:b3182_eco:b3887","eco:b3182","eco:b3887","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",5,1,34,1,17.5,1,34,"EcoliNet.v1.benchmark.txt"
"eco:b3182_eco:b3887","eco:b3182","eco:b3887","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",5,1,34,1,17.5,1,34,"EcoliNet.v1.benchmark.txt"
"eco:b3182_eco:b3887","eco:b3182","eco:b3887","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",5,1,34,1,17.5,1,34,"EcoliNet.v1.benchmark.txt"
"eco:b3189_eco:b3887","eco:b3189","eco:b3887","Fosfomycin_Fusidic acid","Fosfomycin","Fusidic acid",5,1,27,1,14,1,27,"EcoliNet.v1.benchmark.txt"
"eco:b3251_eco:b3887","eco:b3251","eco:b3887","A22_Fusidic acid","A22","Fusidic acid",5,1,12,1,6.5,1,12,"EcoliNet.v1.benchmark.txt"
"eco:b3296_eco:b3887","eco:b3296","eco:b3887","Doxycycline_Fusidic acid","Doxycycline","Fusidic acid",4,1,13,1,7,1,13,"EcoliNet.v1.benchmark.txt"
"eco:b3396_eco:b3887","eco:b3396","eco:b3887","Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b3396_eco:b3887","eco:b3396","eco:b3887","Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b3396_eco:b3887","eco:b3396","eco:b3887","Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b3396_eco:b3887","eco:b3396","eco:b3887","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b3396_eco:b3887","eco:b3396","eco:b3887","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",4,1,63,1,32,1,63,"EcoliNet.v1.benchmark.txt"
"eco:b3699_eco:b3887","eco:b3699","eco:b3887","Ciprofloxacin_Fusidic acid","Ciprofloxacin","Fusidic acid",5,1,20,1,10.5,1,20,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Imipenem_Levofloxacin","Imipenem","Levofloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3030","eco:b0084","eco:b3030","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",2,3,48,3,25.5,3,48,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3030","eco:b0149","eco:b3030","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,3,63,3,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,3,72,3,37.5,3,72,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b0839_eco:b3030","eco:b0839","eco:b3030","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,3,43,3,23,3,43,"EcoliNet.v1.benchmark.txt"
"eco:b2231_eco:b3030","eco:b2231","eco:b3030","Ciprofloxacin_Levofloxacin","Ciprofloxacin","Levofloxacin",2,3,20,3,11.5,3,20,"EcoliNet.v1.benchmark.txt"
"eco:b2231_eco:b3030","eco:b2231","eco:b3030","Ciprofloxacin_Moxifloxacin","Ciprofloxacin","Moxifloxacin",2,3,20,3,11.5,3,20,"EcoliNet.v1.benchmark.txt"
"eco:b2231_eco:b3030","eco:b2231","eco:b3030","Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",2,3,20,3,11.5,3,20,"EcoliNet.v1.benchmark.txt"
"eco:b2827_eco:b3030","eco:b2827","eco:b3030","Flucytosine_Levofloxacin","Flucytosine","Levofloxacin",4,3,29,3,16,3,29,"EcoliNet.v1.benchmark.txt"
"eco:b2827_eco:b3030","eco:b2827","eco:b3030","Flucytosine_Moxifloxacin","Flucytosine","Moxifloxacin",4,3,29,3,16,3,29,"EcoliNet.v1.benchmark.txt"
"eco:b3019_eco:b3030","eco:b3019","eco:b3030","Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",1,3,9,3,6,3,9,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3177","eco:b3030","eco:b3177","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",3,3,3,21,12,3,21,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3177","eco:b3030","eco:b3177","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",3,3,3,21,12,3,21,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3182","eco:b3030","eco:b3182","Levofloxacin_Meropenem","Levofloxacin","Meropenem",3,3,3,34,18.5,3,34,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3182","eco:b3030","eco:b3182","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",3,3,3,34,18.5,3,34,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3182","eco:b3030","eco:b3182","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",3,3,3,34,18.5,3,34,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3182","eco:b3030","eco:b3182","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,3,3,34,18.5,3,34,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3182","eco:b3030","eco:b3182","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,3,3,34,18.5,3,34,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3396","eco:b3030","eco:b3396","Levofloxacin_Meropenem","Levofloxacin","Meropenem",3,3,3,63,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3396","eco:b3030","eco:b3396","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",3,3,3,63,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3396","eco:b3030","eco:b3396","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",3,3,3,63,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3396","eco:b3030","eco:b3396","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,3,3,63,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3396","eco:b3030","eco:b3396","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,3,3,63,33,3,63,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3699","eco:b3030","eco:b3699","Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",2,3,3,20,11.5,3,20,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3699","eco:b3030","eco:b3699","Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",2,3,3,20,11.5,3,20,"EcoliNet.v1.benchmark.txt"
"eco:b3030_eco:b3699","eco:b3030","eco:b3699","Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",2,3,3,20,11.5,3,20,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Imipenem_Levofloxacin","Imipenem","Levofloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0084_eco:b3019","eco:b0084","eco:b3019","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",2,9,48,9,28.5,9,48,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
"eco:b0149_eco:b3019","eco:b0149","eco:b3019","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,9,63,9,36,9,63,"EcoliNet.v1.benchmark.txt"
