yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A23FI	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b1945	P06974	FLIM_ECOLI	reviewed	Flagellar motor switch protein FliM	fliM cheC2 fla AII fla QII b1945 JW1929	Escherichia coli (strain K12)	334
eco:b1946	P15070	FLIN_ECOLI	reviewed	Flagellar motor switch protein FliN	fliN flaN motD b1946 JW1930	Escherichia coli (strain K12)	137
eco:b1950	P33135	FLIR_ECOLI	reviewed	Flagellar biosynthetic protein FliR	fliR flaP b1950 JW1934	Escherichia coli (strain K12)	261
eco:b1951	P0DMC9	RCSA_ECOLI	reviewed	Transcriptional regulatory protein RcsA (Colanic acid capsular biosynthesis activation protein A)	rcsA b1951 JW1935	Escherichia coli (strain K12)	207
eco:b1960	P09184	VSR_ECOLI	reviewed	Very short patch repair protein (EC 3.1.-.-) (DNA mismatch endonuclease) (V.EcoKDcm) (Vsr mismatch endonuclease)	vsr b1960 JW1943	Escherichia coli (strain K12)	156
eco:b1968	P76339	HPRS_ECOLI	reviewed	Sensor histidine kinase HprS (EC 2.7.13.3) (Hydrogen peroxide response sensor)	hprS yedV b1968 JW1951	Escherichia coli (strain K12)	452
eco:b1983	P0A8A2	YEEN_ECOLI	reviewed	Probable transcriptional regulatory protein YeeN	yeeN b1983 JW1964	Escherichia coli (strain K12)	238
eco:b2000	P39180	AG43_ECOLI	reviewed	Antigen 43 (AG43) (Fluffing protein) [Cleaved into: Antigen 43 alpha chain; Antigen 43 beta chain]	flu yeeQ yzzX b2000 JW1982	Escherichia coli (strain K12)	1039
eco:b2004	P76364	CBEA_ECOLI	reviewed	Cytoskeleton bundling-enhancing antitoxin CbeA (Antitoxin CbeA) (Antitoxin YeeU)	cbeA yeeU b2004 JW1986	Escherichia coli (strain K12)	122
eco:b2009	P33012	SBMC_ECOLI	reviewed	DNA gyrase inhibitor	sbmC gyrI yeeB b2009 JW1991	Escherichia coli (strain K12)	157
eco:b2014	P0AA47	PLAP_ECOLI	reviewed	Low-affinity putrescine importer PlaP	plaP yeeF b2014 JW5330	Escherichia coli (strain K12)	452
eco:b2029	P00350	6PGD_ECOLI	reviewed	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	gnd b2029 JW2011	Escherichia coli (strain K12)	468
eco:b2036	P37747	GLF_ECOLI	reviewed	UDP-galactopyranose mutase (UGM) (EC 5.4.99.9) (UDP-GALP mutase) (Uridine 5-diphosphate galactopyranose mutase)	glf yefE b2036 JW2021	Escherichia coli (strain K12)	367
eco:b2075	P76398	MDTB_ECOLI	reviewed	Multidrug resistance protein MdtB (Multidrug transporter MdtB)	mdtB yegN b2075 JW2060	Escherichia coli (strain K12)	1040
eco:b2095	P0C8J8	GATZ_ECOLI	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	gatZ b2095 JW2082	Escherichia coli (strain K12)	420
eco:b2096	P0C8J6	GATY_ECOLI	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit GatY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	gatY yegF b2096 JW5343	Escherichia coli (strain K12)	284
eco:b2103	P76422	THID_ECOLI	reviewed	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD thiJ b2103 JW2090	Escherichia coli (strain K12)	266
eco:b2146	P76440	PRET_ECOLI	reviewed	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	preT yeiT b2146 JW2133	Escherichia coli (strain K12)	412
eco:b2149	P0AAG8	MGLA_ECOLI	reviewed	Galactose/methyl galactoside import ATP-binding protein MglA (EC 7.5.2.11)	mglA b2149 JW2136	Escherichia coli (strain K12)	506
eco:b2151	P25748	GALS_ECOLI	reviewed	HTH-type transcriptional regulator GalS (Mgl repressor and galactose ultrainduction factor)	galS b2151 JW2138	Escherichia coli (strain K12)	346
eco:b2156	P25737	LYSP_ECOLI	reviewed	Lysine-specific permease	lysP cadR b2156 JW2143	Escherichia coli (strain K12)	489
eco:b2193	P31802	NARP_ECOLI	reviewed	Nitrate/nitrite response regulator protein NarP	narP b2193 JW2181	Escherichia coli (strain K12)	215
eco:b2194	P0ABM9	CCMH_ECOLI	reviewed	Cytochrome c-type biogenesis protein CcmH	ccmH yejP b2194 JW2182	Escherichia coli (strain K12)	350
eco:b2195	P0AA86	DSBE_ECOLI	reviewed	Thiol:disulfide interchange protein DsbE (Cytochrome c biogenesis protein CcmG)	dsbE ccmG yejQ b2195 JW2183	Escherichia coli (strain K12)	185
eco:b2196	P33927	CCMF_ECOLI	reviewed	Cytochrome c-type biogenesis protein CcmF	ccmF yejR b2196 JW2184	Escherichia coli (strain K12)	647
eco:b2197	P69490	CCME_ECOLI	reviewed	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE yejS b2197 JW2185	Escherichia coli (strain K12)	159
eco:b2198	P0ABM5	CCMD_ECOLI	reviewed	Heme exporter protein D (Cytochrome c-type biogenesis protein CcmD)	ccmD yojM b2198 JW2186	Escherichia coli (strain K12)	69
eco:b2199	P0ABM1	CCMC_ECOLI	reviewed	Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)	ccmC yejT yejU b2199 JW2187	Escherichia coli (strain K12)	245
eco:b2202	P0ABL5	NAPC_ECOLI	reviewed	Cytochrome c-type protein NapC	napC yejX b2202 JW2190	Escherichia coli (strain K12)	200
eco:b2206	P33937	NAPA_ECOLI	reviewed	Periplasmic nitrate reductase (EC 1.9.6.1)	napA yojC yojD yojE b2206 JW2194	Escherichia coli (strain K12)	828
eco:b2207	P0A9I5	NAPD_ECOLI	reviewed	Chaperone NapD (NapA signal peptide-binding chaperone NapD)	napD yojF b2207 JW2195	Escherichia coli (strain K12)	87
eco:b2210	P33940	MQO_ECOLI	reviewed	Malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	mqo yojH b2210 JW2198	Escherichia coli (strain K12)	548
eco:b2212	P05050	ALKB_ECOLI	reviewed	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	alkB aidD b2212 JW2200	Escherichia coli (strain K12)	216
eco:b2213	P06134	ADA_ECOLI	reviewed	Bifunctional transcriptional activator/DNA repair enzyme Ada (Regulatory protein of adaptive response) [Includes: Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) (Methylphosphotriester-DNA methyltransferase); Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (O6-methylguanine-DNA alkyltransferase)]	ada b2213 JW2201	Escherichia coli (strain K12)	354
eco:b2215	P06996	OMPC_ECOLI	reviewed	Outer membrane porin C (Outer membrane protein 1B) (Outer membrane protein C) (Porin OmpC)	ompC meoA par b2215 JW2203	Escherichia coli (strain K12)	367
eco:b2217	P0DMC7	RCSB_ECOLI	reviewed	Transcriptional regulatory protein RcsB (Capsular synthesis regulator component B)	rcsB b2217 JW2205	Escherichia coli (strain K12)	216
eco:b2231	P0AES4	GYRA_ECOLI	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA hisW nalA parD b2231 JW2225	Escherichia coli (strain K12)	875
eco:b2234	P00452	RIR1_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 1 subunit alpha (EC 1.17.4.1) (Protein B1) (Ribonucleoside-diphosphate reductase 1 R1 subunit) (Ribonucleotide reductase 1)	nrdA dnaF b2234 JW2228	Escherichia coli (strain K12)	761
eco:b2239	P09394	GLPQ_ECOLI	reviewed	Glycerophosphodiester phosphodiesterase, periplasmic (Glycerophosphoryl diester phosphodiesterase, periplasmic) (EC 3.1.4.46)	glpQ b2239 JW2233	Escherichia coli (strain K12)	358
eco:b2243	P0A996	GLPC_ECOLI	reviewed	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (G-3-P dehydrogenase)	glpC b2243 JW2237	Escherichia coli (strain K12)	396
eco:b2283	P33602	NUOG_ECOLI	reviewed	NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	nuoG b2283 JW2278	Escherichia coli (strain K12)	908
eco:b2286	P33599	NUOCD_ECOLI	reviewed	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D) (NUO3/NUO4)	nuoC nuoCD nuoD b2286 JW5375	Escherichia coli (strain K12)	596
eco:b2297	P0A9M8	PTA_ECOLI	reviewed	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	pta b2297 JW2294	Escherichia coli (strain K12)	714
eco:b2319	P08390	USG_ECOLI	reviewed	USG-1 protein	usg b2319 JW2316	Escherichia coli (strain K12)	337
eco:b2400	P04805	SYE_ECOLI	reviewed	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX b2400 JW2395	Escherichia coli (strain K12)	471
eco:b2412	P77173	ZIPA_ECOLI	reviewed	Cell division protein ZipA (FtsZ interacting protein A)	zipA b2412 JW2404	Escherichia coli (strain K12)	328
eco:b2414	P0ABK5	CYSK_ECOLI	reviewed	Cysteine synthase A (CSase A) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine sulfhydrylase A) (S-carboxymethylcysteine synthase) (EC 4.5.1.5) (Sulfate starvation-induced protein 5) (SSI5)	cysK cysZ b2414 JW2407	Escherichia coli (strain K12)	323
eco:b2415	P0AA04	PTHP_ECOLI	reviewed	Phosphocarrier protein HPr (Histidine-containing protein)	ptsH hpr b2415 JW2408	Escherichia coli (strain K12)	85
eco:b2416	P08839	PT1_ECOLI	reviewed	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	ptsI b2416 JW2409	Escherichia coli (strain K12)	575
eco:b2417	P69783	PTGA_ECOLI	reviewed	PTS system glucose-specific EIIA component (EIIA-Glc) (EIII-Glc) (Glucose-specific phosphotransferase enzyme IIA component)	crr gsr iex tgs treD b2417 JW2410	Escherichia coli (strain K12)	169
eco:b2477	P0A903	BAMC_ECOLI	reviewed	Outer membrane protein assembly factor BamC	bamC dapX nlpB b2477 JW2462	Escherichia coli (strain K12)	344
eco:b2487	P77329	HYFG_ECOLI	reviewed	Hydrogenase-4 component G (EC 1.-.-.-)	hyfG b2487 JW2472	Escherichia coli (strain K12)	555
eco:b2496	P69931	HDA_ECOLI	reviewed	DnaA regulatory inactivator Hda (DnaA paralog) (Dp)	hda idaB yfgE b2496 JW5397 f248c	Escherichia coli (strain K12)	233
eco:b2508	P0ADG7	IMDH_ECOLI	reviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB guaR b2508 JW5401	Escherichia coli (strain K12)	488
eco:b2512	P77774	BAMB_ECOLI	reviewed	Outer membrane protein assembly factor BamB	bamB yfgL b2512 JW2496	Escherichia coli (strain K12)	392
eco:b2513	P76576	YFGM_ECOLI	reviewed	Ancillary SecYEG translocon subunit (Periplasmic chaperone YfgM)	yfgM b2513 JW2497	Escherichia coli (strain K12)	206
eco:b2516	P27434	RODZ_ECOLI	reviewed	Cytoskeleton protein RodZ	rodZ yfgA b2516 JW2500	Escherichia coli (strain K12)	337
eco:b2518	P0A763	NDK_ECOLI	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk b2518 JW2502	Escherichia coli (strain K12)	143
eco:b2525	P0A9R4	FER_ECOLI	reviewed	2Fe-2S ferredoxin	fdx b2525 JW2509	Escherichia coli (strain K12)	111
eco:b2529	P0ACD4	ISCU_ECOLI	reviewed	Iron-sulfur cluster assembly scaffold protein IscU (Sulfur acceptor protein IscU)	iscU nifU yfhN b2529 JW2513	Escherichia coli (strain K12)	128
eco:b2530	P0A6B7	ISCS_ECOLI	reviewed	Cysteine desulfurase IscS (EC 2.8.1.7) (NifS protein homolog) (ThiI transpersulfidase) (TusA transpersulfidase)	iscS nuvC yfhO yzzO b2530 JW2514	Escherichia coli (strain K12)	404
eco:b2553	P0A9Z1	GLNB_ECOLI	reviewed	Nitrogen regulatory protein P-II 1	glnB b2553 JW2537	Escherichia coli (strain K12)	112
eco:b2571	P0AFX9	RSEB_ECOLI	reviewed	Sigma-E factor regulatory protein RseB	rseB b2571 JW2555	Escherichia coli (strain K12)	318
eco:b2572	P0AFX7	RSEA_ECOLI	reviewed	Anti-sigma-E factor RseA (Regulator of SigE) (Sigma-E anti-sigma factor RseA) (Sigma-E factor negative regulatory protein)	rseA mclA yfiJ b2572 JW2556	Escherichia coli (strain K12)	216
eco:b2573	P0AGB6	RPOE_ECOLI	reviewed	ECF RNA polymerase sigma-E factor (RNA polymerase sigma-E factor) (Sigma-24)	rpoE sigE b2573 JW2557	Escherichia coli (strain K12)	191
eco:b2581	P0AGJ5	YFIF_ECOLI	reviewed	Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-)	yfiF b2581 JW2565	Escherichia coli (strain K12)	345
eco:b2592	P63284	CLPB_ECOLI	reviewed	Chaperone protein ClpB (Heat shock protein F84.1)	clpB htpM b2592 JW2573	Escherichia coli (strain K12)	857
eco:b2595	P0AC02	BAMD_ECOLI	reviewed	Outer membrane protein assembly factor BamD	bamD yfiO b2595 JW2577	Escherichia coli (strain K12)	245
eco:b2610	P0AGD7	SRP54_ECOLI	reviewed	Signal recognition particle protein (Fifty-four homolog) (Ffh) (p48)	ffh b2610 JW5414	Escherichia coli (strain K12)	453
eco:b2614	P09372	GRPE_ECOLI	reviewed	Protein GrpE (HSP-70 cofactor) (HSP24) (Heat shock protein B25.3)	grpE b2614 JW2594	Escherichia coli (strain K12)	197
eco:b2675	P39452	RIR3_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 2 subunit alpha (EC 1.17.4.1) (R1E protein) (Ribonucleotide reductase 2)	nrdE b2675 JW2650	Escherichia coli (strain K12)	714
eco:b2685	P27303	EMRA_ECOLI	reviewed	Multidrug export protein EmrA	emrA b2685 JW2660	Escherichia coli (strain K12)	390
eco:b2690	P77475	YQAB_ECOLI	reviewed	Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-) (Fructose-1-phosphatase)	yqaB b2690 JW2665	Escherichia coli (strain K12)	188
eco:b2699	P0A7G6	RECA_ECOLI	reviewed	Protein RecA (Recombinase A)	recA lexB recH rnmB tif umuB zab b2699 JW2669	Escherichia coli (strain K12)	353
eco:b2712	P30131	HYPF_ECOLI	reviewed	Carbamoyltransferase HypF (EC 6.2.-.-) (Carbamoyl phosphate-converting enzyme HypF) ([NiFe]-hydrogenase maturation factor HypF) (Hydrogenase maturation protein HypF)	hypF hydA b2712 JW5433	Escherichia coli (strain K12)	750
eco:b2721	P16431	HYCE_ECOLI	reviewed	Formate hydrogenlyase subunit 5 (FHL subunit 5) (Hydrogenase-3 component E)	hycE hevE b2721 JW2691	Escherichia coli (strain K12)	569
eco:b2726	P0A700	HYPA_ECOLI	reviewed	Hydrogenase maturation factor HypA	hypA b2726 JW2696	Escherichia coli (strain K12)	116
eco:b2727	P0AAN3	HYPB_ECOLI	reviewed	Hydrogenase maturation factor HypB (Hydrogenase isoenzymes nickel incorporation protein HypB)	hypB b2727 JW2697	Escherichia coli (strain K12)	290
eco:b2728	P0AAM3	HYPC_ECOLI	reviewed	Hydrogenase maturation factor HypC (Chaperone-type protein HypC) (Hydrogenase accessory chaperone HypC)	hypC b2728 JW2698	Escherichia coli (strain K12)	90
eco:b2729	P24192	HYPD_ECOLI	reviewed	Hydrogenase maturation factor HypD (Hydrogenase isoenzymes formation protein HypD)	hypD b2729 JW2699	Escherichia coli (strain K12)	373
eco:b2730	P24193	HYPE_ECOLI	reviewed	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	hypE b2730 JW2700	Escherichia coli (strain K12)	336
eco:b2733	P23909	MUTS_ECOLI	reviewed	DNA mismatch repair protein MutS	mutS fdv b2733 JW2703	Escherichia coli (strain K12)	853
eco:b2748	P0A6S5	FTSB_ECOLI	reviewed	Cell division protein FtsB	ftsB ygbQ b2748 JW2718	Escherichia coli (strain K12)	103
eco:b2751	P23845	CYSN_ECOLI	reviewed	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	cysN b2751 JW2721	Escherichia coli (strain K12)	475
eco:b2756	Q46897	CAS6_ECOLI	reviewed	CRISPR system Cascade subunit CasE (EC 3.1.-.-) (CasE endoRNase) (crRNA endonuclease)	casE cas6e ygcH b2756 JW2726	Escherichia coli (strain K12)	199
eco:b2757	Q46898	CAS5_ECOLI	reviewed	CRISPR system Cascade subunit CasD	casD cas5 ygcI b2757 JW5844	Escherichia coli (strain K12)	224
eco:b2758	Q46899	CASC_ECOLI	reviewed	CRISPR system Cascade subunit CasC	casC cas4 cse4 ygcJ b2758 JW2728	Escherichia coli (strain K12)	363
eco:b2759	P76632	CSE2_ECOLI	reviewed	CRISPR system Cascade subunit CasB	casB cse2 ygcK b2759 JW2729	Escherichia coli (strain K12)	160
eco:b2779	P0A6P9	ENO_ECOLI	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	Escherichia coli (strain K12)	432
eco:b2797	P30744	SDHM_ECOLI	reviewed	L-serine dehydratase 2 (SDH 2) (EC 4.3.1.17) (L-serine deaminase 2) (L-SD2)	sdaB b2797 JW2768	Escherichia coli (strain K12)	455
eco:b2810	Q46925	CSDA_ECOLI	reviewed	Cysteine desulfurase CsdA (EC 2.8.1.7) (Cysteine sulfinate desulfinase) (CSD) (EC 4.4.1.-) (Selenocysteine lyase) (EC 4.4.1.16)	csdA ygdJ b2810 JW2781	Escherichia coli (strain K12)	401
eco:b2817	P63883	AMIC_ECOLI	reviewed	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	amiC ygdN b2817 JW5449	Escherichia coli (strain K12)	417
eco:b2819	P04993	RECD_ECOLI	reviewed	RecBCD enzyme subunit RecD (EC 3.1.11.5) (Exodeoxyribonuclease V 67 kDa polypeptide) (Exodeoxyribonuclease V alpha chain) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	recD hopE b2819 JW2787	Escherichia coli (strain K12)	608
eco:b2831	P06722	MUTH_ECOLI	reviewed	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH mutR prv b2831 JW2799	Escherichia coli (strain K12)	229
eco:b2866	Q46799	XDHA_ECOLI	reviewed	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA (EC 1.17.1.4)	xdhA ygeS b2866 JW5462	Escherichia coli (strain K12)	752
eco:b2890	P0A8N3	SYK1_ECOLI	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS asuD herC b2890 JW2858	Escherichia coli (strain K12)	505
eco:b2891	P07012	RF2_ECOLI	reviewed	Peptide chain release factor RF2 (RF-2)	prfB supK b2891 JW5847	Escherichia coli (strain K12)	365
eco:b2910	P0ADS2	ZAPA_ECOLI	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA ygfE b2910 JW2878	Escherichia coli (strain K12)	109
eco:b2924	P0C0S1	MSCS_ECOLI	reviewed	Small-conductance mechanosensitive channel	mscS yggB b2924 JW2891	Escherichia coli (strain K12)	286
eco:b2925	P0AB71	ALF_ECOLI	reviewed	Fructose-bisphosphate aldolase class 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase class II)	fbaA fba fda b2925 JW2892	Escherichia coli (strain K12)	359
eco:b2935	P27302	TKT1_ECOLI	reviewed	Transketolase 1 (TK 1) (EC 2.2.1.1)	tktA tkt b2935 JW5478	Escherichia coli (strain K12)	663
eco:b2954	P52061	IXTPA_ECOLI	reviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Deoxyribonucleoside triphosphate pyrophosphohydrolase) (Inosine triphosphate pyrophosphatase) (ITPase) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	rdgB yggV b2954 JW2921	Escherichia coli (strain K12)	197
eco:b2960	P0A8I5	TRMB_ECOLI	reviewed	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB trmI yggH b2960 JW2927	Escherichia coli (strain K12)	239
eco:b2976	P37330	MASZ_ECOLI	reviewed	Malate synthase G (MSG) (EC 2.3.3.9)	glcB glc b2976 JW2943	Escherichia coli (strain K12)	723
eco:b2990	P0AAM7	HYBG_ECOLI	reviewed	Hydrogenase maturation factor HybG (Hydrogenase-2 operon protein HybG)	hybG b2990 JW2958	Escherichia coli (strain K12)	82
eco:b2992	P0AAN1	HYBE_ECOLI	reviewed	Hydrogenase-2 operon protein HybE	hybE b2992 JW2960	Escherichia coli (strain K12)	162
eco:b2996	P0AAJ8	HYBA_ECOLI	reviewed	Hydrogenase-2 operon protein HybA	hybA b2996 JW2964	Escherichia coli (strain K12)	328
eco:b3005	P0ABV2	EXBD_ECOLI	reviewed	Biopolymer transport protein ExbD	exbD b3005 JW2973	Escherichia coli (strain K12)	141
eco:b3017	P26648	FTSP_ECOLI	reviewed	Cell division protein FtsP	ftsP sufI b3017 JW2985	Escherichia coli (strain K12)	470
eco:b3035	P02930	TOLC_ECOLI	reviewed	Outer membrane protein TolC (Multidrug efflux pump subunit TolC) (Outer membrane factor TolC)	tolC colE1-i mtcB mukA refI toc weeA b3035 JW5503	Escherichia coli (strain K12)	493
eco:b3066	P0ABS5	DNAG_ECOLI	reviewed	DNA primase (EC 2.7.7.101)	dnaG dnaP parB b3066 JW3038	Escherichia coli (strain K12)	581
eco:b3067	P00579	RPOD_ECOLI	reviewed	RNA polymerase sigma factor RpoD (Sigma-70)	rpoD alt b3067 JW3039	Escherichia coli (strain K12)	613
eco:b3092	P0A8G3	UXAC_ECOLI	reviewed	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC ygjX ygjY ygjZ b3092 JW3063	Escherichia coli (strain K12)	470
eco:b3096	P42615	MZRA_ECOLI	reviewed	Modulator protein MzrA	mzrA ecfM yqjB b3096 JW3067	Escherichia coli (strain K12)	127
eco:b3147	P45464	LPOA_ECOLI	reviewed	Penicillin-binding protein activator LpoA (PBP activator LpoA) (Lipoprotein activator of PBP from the outer membrane A)	lpoA yraM b3147 JW3116	Escherichia coli (strain K12)	678
eco:b3149	P66817	DIAA_ECOLI	reviewed	DnaA initiator-associating protein DiaA	diaA yraO b3149 JW3118	Escherichia coli (strain K12)	196
eco:b3150	P64596	YRAP_ECOLI	reviewed	Uncharacterized protein YraP	yraP b3150 JW3119	Escherichia coli (strain K12)	191
eco:b3164	P05055	PNP_ECOLI	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp b3164 JW5851	Escherichia coli (strain K12)	711
eco:b3175	P0AG99	SECG_ECOLI	reviewed	Protein-export membrane protein SecG (P12) (Preprotein translocase band 1 subunit)	secG b3175 JW3142	Escherichia coli (strain K12)	110
eco:b3176	P31120	GLMM_ECOLI	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM mrsA yhbF b3176 JW3143	Escherichia coli (strain K12)	445
eco:b3178	P0AAI3	FTSH_ECOLI	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-) (Cell division protease FtsH)	ftsH hflB mrsC std tolZ b3178 JW3145	Escherichia coli (strain K12)	644
eco:b3183	P42641	OBG_ECOLI	reviewed	GTPase ObgE/CgtA (EC 3.6.5.-) (GTP-binding protein Obg)	obgE cgtA obg yhbZ b3183 JW3150	Escherichia coli (strain K12)	390
eco:b3193	P64604	MLAD_ECOLI	reviewed	Intermembrane phospholipid transport system binding protein MlaD	mlaD yrbD b3193 JW3160	Escherichia coli (strain K12)	183
eco:b3199	P0ADV9	LPTC_ECOLI	reviewed	Lipopolysaccharide export system protein LptC	lptC yrbK b3199 JW3166	Escherichia coli (strain K12)	191
eco:b3201	P0A9V1	LPTB_ECOLI	reviewed	Lipopolysaccharide export system ATP-binding protein LptB (EC 7.5.2.-)	lptB yhbG b3201 JW3168	Escherichia coli (strain K12)	241
eco:b3208	P46022	MTGA_ECOLI	reviewed	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Monofunctional biosynthetic peptidoglycan transglycosylase) (Monofunctional glycosyltransferase) (Monofunctional GTase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA mgt yrbM b3208 JW3175	Escherichia coli (strain K12)	242
eco:b3236	P61889	MDH_ECOLI	reviewed	Malate dehydrogenase (EC 1.1.1.37)	mdh b3236 JW3205	Escherichia coli (strain K12)	312
eco:b3251	P0A9X4	MREB_ECOLI	reviewed	Cell shape-determining protein MreB (Actin-like MreB protein) (Rod shape-determining protein MreB)	mreB envB rodY b3251 JW3220	Escherichia coli (strain K12)	347
eco:b3295	P0A7Z4	RPOA_ECOLI	reviewed	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA pez phs sez b3295 JW3257	Escherichia coli (strain K12)	329
eco:b3296	P0A7V8	RS4_ECOLI	reviewed	30S ribosomal protein S4 (Small ribosomal subunit protein uS4)	rpsD ramA b3296 JW3258	Escherichia coli (strain K12)	206
eco:b3297	P0A7R9	RS11_ECOLI	reviewed	30S ribosomal protein S11 (Small ribosomal subunit protein uS11)	rpsK b3297 JW3259	Escherichia coli (strain K12)	129
eco:b3300	P0AGA2	SECY_ECOLI	reviewed	Protein translocase subunit SecY	secY prlA b3300 JW3262	Escherichia coli (strain K12)	443
eco:b3303	P0A7W1	RS5_ECOLI	reviewed	30S ribosomal protein S5 (Small ribosomal subunit protein uS5)	rpsE spc b3303 JW3265	Escherichia coli (strain K12)	167
eco:b3314	P0A7V3	RS3_ECOLI	reviewed	30S ribosomal protein S3 (Small ribosomal subunit protein uS3)	rpsC b3314 JW3276	Escherichia coli (strain K12)	233
eco:b3316	P0A7U3	RS19_ECOLI	reviewed	30S ribosomal protein S19 (Small ribosomal subunit protein uS19)	rpsS b3316 JW3278	Escherichia coli (strain K12)	92
eco:b3317	P60422	RL2_ECOLI	reviewed	50S ribosomal protein L2 (Large ribosomal subunit protein uL2)	rplB b3317 JW3279	Escherichia coli (strain K12)	273
eco:b3319	P60723	RL4_ECOLI	reviewed	50S ribosomal protein L4 (Large ribosomal subunit protein uL4)	rplD eryA b3319 JW3281	Escherichia coli (strain K12)	201
eco:b3339	P0CE47	EFTU1_ECOLI	reviewed	Elongation factor Tu 1 (EF-Tu 1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufA b3339 JW3301	Escherichia coli (strain K12)	394
