yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A201F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b0997	P33225	TORA_ECOLI	reviewed	Trimethylamine-N-oxide reductase 1 (TMAO reductase 1) (Trimethylamine oxidase 1) (EC 1.7.2.3)	torA b0997 JW0982	Escherichia coli (strain K12)	848
eco:b1002	P19926	AGP_ECOLI	reviewed	Glucose-1-phosphatase (G1Pase) (EC 3.1.3.10)	agp b1002 JW0987	Escherichia coli (strain K12)	413
eco:b1008	P75894	RUTE_ECOLI	reviewed	Probable malonic semialdehyde reductase RutE (EC 1.1.1.298)	rutE ycdI b1008 JW0993	Escherichia coli (strain K12)	196
eco:b1009	P75895	RUTD_ECOLI	reviewed	Putative aminoacrylate hydrolase RutD (EC 3.5.1.-) (Aminohydrolase)	rutD ycdJ b1009 JW0994	Escherichia coli (strain K12)	266
eco:b1010	P0AFQ5	RUTC_ECOLI	reviewed	Putative aminoacrylate peracid reductase RutC (EC 1.-.-.-)	rutC ycdK b1010 JW0995	Escherichia coli (strain K12)	128
eco:b1011	P75897	RUTB_ECOLI	reviewed	Ureidoacrylate amidohydrolase RutB (EC 3.5.1.110)	rutB ycdL b1011 JW5139	Escherichia coli (strain K12)	230
eco:b1012	P75898	RUTA_ECOLI	reviewed	Pyrimidine monooxygenase RutA (EC 1.14.99.46)	rutA ycdM b1012 JW0997	Escherichia coli (strain K12)	382
eco:b1054	P0ACV0	LPXL_ECOLI	reviewed	Lipid A biosynthesis lauroyltransferase (EC 2.3.1.241) (Kdo(2)-lipid IV(A) lauroyltransferase)	lpxL htrB waaM b1054 JW1041	Escherichia coli (strain K12)	306
eco:b1062	P05020	PYRC_ECOLI	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC b1062 JW1049	Escherichia coli (strain K12)	348
eco:b1064	P0AC59	GLRX2_ECOLI	reviewed	Glutaredoxin 2 (Grx2)	grxB b1064 JW1051	Escherichia coli (strain K12)	215
eco:b1084	P21513	RNE_ECOLI	reviewed	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne ams hmp1 b1084 JW1071	Escherichia coli (strain K12)	1061
eco:b1091	P0A6R0	FABH_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III) (EcFabH)	fabH b1091 JW1077	Escherichia coli (strain K12)	317
eco:b1092	P0AAI9	FABD_ECOLI	reviewed	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD tfpA b1092 JW1078	Escherichia coli (strain K12)	309
eco:b1093	P0AEK2	FABG_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG b1093 JW1079	Escherichia coli (strain K12)	244
eco:b1094	P0A6A8	ACP_ECOLI	reviewed	Acyl carrier protein (ACP) (Cytosolic-activating factor) (CAF) (Fatty acid synthase acyl carrier protein)	acpP b1094 JW1080	Escherichia coli (strain K12)	78
eco:b1095	P0AAI5	FABF_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	fabF fabJ b1095 JW1081	Escherichia coli (strain K12)	413
eco:b1096	P28305	PABC_ECOLI	reviewed	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	pabC b1096 JW1082	Escherichia coli (strain K12)	269
eco:b1098	P0A720	KTHY_ECOLI	reviewed	Thymidylate kinase (EC 2.7.4.9) (Thymidine monophosphate kinase) (dTMP kinase) (TMPK)	tmk ycfG b1098 JW1084	Escherichia coli (strain K12)	213
eco:b1129	P23837	PHOQ_ECOLI	reviewed	Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ b1129 JW1115	Escherichia coli (strain K12)	486
eco:b1131	P0AB89	PUR8_ECOLI	reviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	purB b1131 JW1117	Escherichia coli (strain K12)	456
eco:b1136	P08200	IDH_ECOLI	reviewed	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd icdA icdE b1136 JW1122	Escherichia coli (strain K12)	416
eco:b1189	P0A6J5	DADA_ECOLI	reviewed	D-amino acid dehydrogenase (EC 1.4.99.-) (D-alanine dehydrogenase)	dadA dadR b1189 JW1178	Escherichia coli (strain K12)	432
eco:b1190	P29012	ALR2_ECOLI	reviewed	Alanine racemase, catabolic (EC 5.1.1.1)	dadX alnB dadB b1190 JW1179	Escherichia coli (strain K12)	356
eco:b1198	P37349	DHAM_ECOLI	reviewed	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM (EC 2.7.1.121) (Dihydroxyacetone kinase subunit M)	dhaM ycgC b1198 JW5185	Escherichia coli (strain K12)	472
eco:b1199	P76014	DHAL_ECOLI	reviewed	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL (EC 2.7.1.121)	dhaL ycgS b1199 JW5186	Escherichia coli (strain K12)	210
eco:b1200	P76015	DHAK_ECOLI	reviewed	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK (EC 2.7.1.121)	dhaK ycgT b1200 JW5187	Escherichia coli (strain K12)	356
eco:b1208	P62615	ISPE_ECOLI	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE ipk ychB b1208 JW1199	Escherichia coli (strain K12)	283
eco:b1210	P0A6X1	HEM1_ECOLI	reviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA b1210 JW1201	Escherichia coli (strain K12)	418
eco:b1215	P0A715	KDSA_ECOLI	reviewed	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	kdsA b1215 JW1206	Escherichia coli (strain K12)	284
eco:b1221	P0AF28	NARL_ECOLI	reviewed	Nitrate/nitrite response regulator protein NarL	narL frdR b1221 JW1212	Escherichia coli (strain K12)	216
eco:b1222	P0AFA2	NARX_ECOLI	reviewed	Nitrate/nitrite sensor protein NarX (EC 2.7.13.3)	narX narR b1222 JW1213	Escherichia coli (strain K12)	598
eco:b1224	P09152	NARG_ECOLI	reviewed	Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha)	narG bisD narC b1224 JW1215	Escherichia coli (strain K12)	1247
eco:b1225	P11349	NARH_ECOLI	reviewed	Respiratory nitrate reductase 1 beta chain (EC 1.7.5.1) (Nitrate reductase A subunit beta) (Quinol-nitrate oxidoreductase subunit beta)	narH b1225 JW1216	Escherichia coli (strain K12)	512
eco:b1227	P11350	NARI_ECOLI	reviewed	Respiratory nitrate reductase 1 gamma chain (EC 1.7.5.1) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma)	narI chlI b1227 JW1218	Escherichia coli (strain K12)	225
eco:b1232	P37051	PURU_ECOLI	reviewed	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	purU tgs ychI b1232 JW1220	Escherichia coli (strain K12)	280
eco:b1236	P0AEP3	GALU_ECOLI	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	galU ychD b1236 JW1224	Escherichia coli (strain K12)	302
eco:b1238	P23331	KITH_ECOLI	reviewed	Thymidine kinase (EC 2.7.1.21)	tdk b1238 JW1226	Escherichia coli (strain K12)	205
eco:b1241	P0A9Q7	ADHE_ECOLI	reviewed	Aldehyde-alcohol dehydrogenase [Includes: Alcohol dehydrogenase (ADH) (EC 1.1.1.1); Acetaldehyde dehydrogenase [acetylating] (ACDH) (EC 1.2.1.10); Pyruvate-formate-lyase deactivase (PFL deactivase)]	adhE ana b1241 JW1228	Escherichia coli (strain K12)	891
eco:b1249	P0A6H8	CLSA_ECOLI	reviewed	Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)	clsA cls nov yciJ b1249 JW1241	Escherichia coli (strain K12)	486
eco:b1260	P0A877	TRPA_ECOLI	reviewed	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA b1260 JW1252	Escherichia coli (strain K12)	268
eco:b1261	P0A879	TRPB_ECOLI	reviewed	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB b1261 JW1253	Escherichia coli (strain K12)	397
eco:b1262	P00909	TRPC_ECOLI	reviewed	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	trpC trpF b1262 JW1254	Escherichia coli (strain K12)	453
eco:b1263	P00904	TRPGD_ECOLI	reviewed	Bifunctional protein TrpGD [Includes: Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Anthranilate phosphoribosyltransferase (EC 2.4.2.18)]	trpGD trpD b1263 JW1255	Escherichia coli (strain K12)	531
eco:b1270	P0A9H5	BTUR_ECOLI	reviewed	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase)	btuR cobA b1270 JW1262	Escherichia coli (strain K12)	196
eco:b1276	P25516	ACNA_ECOLI	reviewed	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein) (Stationary phase enzyme)	acnA acn b1276 JW1268	Escherichia coli (strain K12)	891
eco:b1277	P0A7I7	RIBA_ECOLI	reviewed	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA b1277 JW1269	Escherichia coli (strain K12)	196
eco:b1278	P0A924	PGPB_ECOLI	reviewed	Phosphatidylglycerophosphatase B (EC 3.1.3.27) (Diacylglycerol pyrophosphate phosphatase) (DGPP phosphatase) (EC 3.1.3.81) (Phosphatidate phosphatase) (EC 3.1.3.4) (Undecaprenyl pyrophosphate phosphatase) (EC 3.6.1.27) (Undecaprenyl-diphosphatase)	pgpB b1278 JW1270	Escherichia coli (strain K12)	254
eco:b1281	P08244	PYRF_ECOLI	reviewed	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF b1281 JW1273	Escherichia coli (strain K12)	245
eco:b1286	P30850	RNB_ECOLI	reviewed	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II) (RNase II) (Ribonuclease II)	rnb b1286 JW1279	Escherichia coli (strain K12)	644
eco:b1288	P0AEK4	FABI_ECOLI	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI envM b1288 JW1281	Escherichia coli (strain K12)	262
eco:b1297	P78061	PUUA_ECOLI	reviewed	Gamma-glutamylputrescine synthetase PuuA (Gamma-Glu-Put synthetase) (EC 6.3.1.11) (Glutamate--putrescine ligase)	puuA ycjK b1297 JW5201	Escherichia coli (strain K12)	472
eco:b1298	P76038	PUUD_ECOLI	reviewed	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (Gamma-Glu-GABA hydrolase) (EC 3.5.1.94)	puuD ycjL b1298 JW1291	Escherichia coli (strain K12)	254
eco:b1300	P23883	PUUC_ECOLI	reviewed	NADP/NAD-dependent aldehyde dehydrogenase PuuC (ALDH) (EC 1.2.1.5) (3-hydroxypropionaldehyde dehydrogenase) (Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase) (Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase)	puuC aldH b1300 JW1293	Escherichia coli (strain K12)	495
eco:b1302	P50457	PUUE_ECOLI	reviewed	4-aminobutyrate aminotransferase PuuE (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase)	puuE goaG b1302 JW1295	Escherichia coli (strain K12)	421
eco:b1308	P23857	PSPE_ECOLI	reviewed	Thiosulfate sulfurtransferase PspE (TST) (EC 2.8.1.1) (Phage shock protein E)	pspE b1308 JW1301	Escherichia coli (strain K12)	104
eco:b1380	P52643	LDHD_ECOLI	reviewed	D-lactate dehydrogenase (D-LDH) (EC 1.1.1.28) (Fermentative lactate dehydrogenase)	ldhA hslI htpH b1380 JW1375	Escherichia coli (strain K12)	329
eco:b1385	P80668	FEAB_ECOLI	reviewed	Phenylacetaldehyde dehydrogenase (PAD) (EC 1.2.1.39)	feaB maoB padA ydbG b1385 JW1380	Escherichia coli (strain K12)	499
eco:b1386	P46883	AMO_ECOLI	reviewed	Primary amine oxidase (EC 1.4.3.21) (2-phenylethylamine oxidase) (Copper amine oxidase) (Tyramine oxidase)	tynA maoA b1386 JW1381	Escherichia coli (strain K12)	757
eco:b1387	P77455	PAAZ_ECOLI	reviewed	Bifunctional protein PaaZ [Includes: 2-oxepin-2(3H)-ylideneacetyl-CoA hydrolase (EC 3.3.2.12) (Oxepin-CoA hydrolase); 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (EC 1.2.1.91)]	paaZ maoC ydbN b1387 JW1382	Escherichia coli (strain K12)	681
eco:b1388	P76077	PAAA_ECOLI	reviewed	1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149) (1,2-phenylacetyl-CoA epoxidase, catalytic subunit alpha) (1,2-phenylacetyl-CoA monooxygenase, subunit A)	paaA ydbO b1388 JW1383	Escherichia coli (strain K12)	309
eco:b1389	P76078	PAAB_ECOLI	reviewed	1,2-phenylacetyl-CoA epoxidase, subunit B (1,2-phenylacetyl-CoA monooxygenase, subunit B)	paaB ynbF b1389 JW1384	Escherichia coli (strain K12)	95
eco:b1390	P76079	PAAC_ECOLI	reviewed	1,2-phenylacetyl-CoA epoxidase, subunit C (1,2-phenylacetyl-CoA epoxidase, structural subunit beta) (1,2-phenylacetyl-CoA monooxygenase, subunit C)	paaC ydbP b1390 JW1385	Escherichia coli (strain K12)	248
eco:b1392	P76081	PAAE_ECOLI	reviewed	1,2-phenylacetyl-CoA epoxidase, subunit E (EC 1.-.-.-) (1,2-phenylacetyl-CoA epoxidase, reductase subunit) (1,2-phenylacetyl-CoA monooxygenase, subunit E)	paaE ydbR b1392 JW1387	Escherichia coli (strain K12)	356
eco:b1393	P76082	PAAF_ECOLI	reviewed	2,3-dehydroadipyl-CoA hydratase (EC 4.2.1.17) (Enoyl-CoA hydratase)	paaF ydbR b1393 JW1388	Escherichia coli (strain K12)	255
eco:b1394	P77467	PAAG_ECOLI	reviewed	1,2-epoxyphenylacetyl-CoA isomerase (EC 5.3.3.18)	paaG ydbT b1394 JW1389	Escherichia coli (strain K12)	262
eco:b1395	P76083	PAAH_ECOLI	reviewed	3-hydroxyadipyl-CoA dehydrogenase (EC 1.1.1.-)	paaH ydbU b1395 JW1390	Escherichia coli (strain K12)	475
eco:b1397	P0C7L2	PAAJ_ECOLI	reviewed	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase (EC 2.3.1.174) (EC 2.3.1.223)	paaJ paaE ydbW b1397 JW1392	Escherichia coli (strain K12)	401
eco:b1415	P25553	ALDA_ECOLI	reviewed	Lactaldehyde dehydrogenase (EC 1.2.1.22) (Aldehyde dehydrogenase A) (Glycolaldehyde dehydrogenase) (EC 1.2.1.21)	aldA ald b1415 JW1412	Escherichia coli (strain K12)	479
eco:b1444	P77674	ABDH_ECOLI	reviewed	Gamma-aminobutyraldehyde dehydrogenase (ABALDH) (EC 1.2.1.19) (1-pyrroline dehydrogenase) (4-aminobutanal dehydrogenase) (5-aminopentanal dehydrogenase) (EC 1.2.1.-)	patD prr ydcW b1444 JW1439	Escherichia coli (strain K12)	474
eco:b1465	P0AF32	NARV_ECOLI	reviewed	Respiratory nitrate reductase 2 gamma chain (EC 1.7.5.1)	narV b1465 JW1460	Escherichia coli (strain K12)	226
eco:b1467	P19318	NARY_ECOLI	reviewed	Respiratory nitrate reductase 2 beta chain (EC 1.7.5.1)	narY b1467 JW1462	Escherichia coli (strain K12)	514
eco:b1468	P19319	NARZ_ECOLI	reviewed	Respiratory nitrate reductase 2 alpha chain (EC 1.7.5.1)	narZ b1468 JW1463	Escherichia coli (strain K12)	1246
eco:b1474	P24183	FDNG_ECOLI	reviewed	Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.17.5.3) (Anaerobic formate dehydrogenase major subunit) (Formate dehydrogenase-N subunit alpha) (FDH-N subunit alpha)	fdnG b1474 JW1470	Escherichia coli (strain K12)	1015
eco:b1475	P0AAJ3	FDNH_ECOLI	reviewed	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (Anaerobic formate dehydrogenase iron-sulfur subunit) (Formate dehydrogenase-N subunit beta) (FDH-N subunit beta)	fdnH b1475 JW1471	Escherichia coli (strain K12)	294
eco:b1476	P0AEK7	FDNI_ECOLI	reviewed	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit (Anaerobic formate dehydrogenase cytochrome b556 subunit) (Formate dehydrogenase-N subunit gamma) (FDH-N subunit gamma)	fdnI b1476 JW1472	Escherichia coli (strain K12)	217
eco:b1478	P39451	ADHP_ECOLI	reviewed	Alcohol dehydrogenase, propanol-preferring (EC 1.1.1.1)	adhP yddN b1478 JW1474	Escherichia coli (strain K12)	336
eco:b1479	P26616	MAO1_ECOLI	reviewed	NAD-dependent malic enzyme (NAD-ME) (EC 1.1.1.38)	maeA sfcA b1479 JW5238	Escherichia coli (strain K12)	565
eco:b1493	P69910	DCEB_ECOLI	reviewed	Glutamate decarboxylase beta (GAD-beta) (EC 4.1.1.15)	gadB b1493 JW1488	Escherichia coli (strain K12)	466
eco:b1521	P0A6L7	UXAB_ECOLI	reviewed	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB b1521 JW1514	Escherichia coli (strain K12)	483
eco:b1524	P0A6W0	GLSA2_ECOLI	reviewed	Glutaminase 2 (EC 3.5.1.2)	glsA2 yneH b1524 JW1517	Escherichia coli (strain K12)	308
eco:b1602	P0AB67	PNTB_ECOLI	reviewed	NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta) (Pyridine nucleotide transhydrogenase subunit beta)	pntB b1602 JW1594	Escherichia coli (strain K12)	462
eco:b1603	P07001	PNTA_ECOLI	reviewed	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	pntA b1603 JW1595	Escherichia coli (strain K12)	510
eco:b1606	P0AFS3	FOLM_ECOLI	reviewed	Dihydromonapterin reductase (H(2)-MPt reductase) (EC 1.5.1.50) (Dihydrofolate reductase) (DHFR) (EC 1.5.1.3)	folM ydgB b1606 JW1598	Escherichia coli (strain K12)	240
eco:b1608	P52108	RSTA_ECOLI	reviewed	Transcriptional regulatory protein RstA	rstA urpT b1608 JW1600	Escherichia coli (strain K12)	239
eco:b1611	P05042	FUMC_ECOLI	reviewed	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC b1611 JW1603	Escherichia coli (strain K12)	467
eco:b1612	P0AC33	FUMA_ECOLI	reviewed	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	fumA b1612 JW1604	Escherichia coli (strain K12)	548
eco:b1613	P00946	MANA_ECOLI	reviewed	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	manA pmi b1613 JW1605	Escherichia coli (strain K12)	391
eco:b1617	P05804	BGLR_ECOLI	reviewed	Beta-glucuronidase (GUS) (EC 3.2.1.31) (Beta-D-glucuronoside glucuronosohydrolase)	uidA gurA gusA b1617 JW1609	Escherichia coli (strain K12)	603
eco:b1622	P23256	MALY_ECOLI	reviewed	Protein MalY [Includes: Cystathionine beta-lyase MalY (CBL) (EC 4.4.1.13) (Beta-cystathionase MalY) (Cysteine lyase MalY) (Cysteine-S-conjugate beta-lyase MalY); Maltose regulon modulator]	malY b1622 JW1614	Escherichia coli (strain K12)	390
eco:b1623	P22333	ADD_ECOLI	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add b1623 JW1615	Escherichia coli (strain K12)	333
eco:b1636	P77150	PDXY_ECOLI	reviewed	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35) (Pyridoxal kinase 2) (PL kinase 2)	pdxY ydgS b1636 JW1628	Escherichia coli (strain K12)	287
eco:b1637	P0AGJ9	SYY_ECOLI	reviewed	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS b1637 JW1629	Escherichia coli (strain K12)	424
eco:b1638	P0AFI7	PDXH_ECOLI	reviewed	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	pdxH b1638 JW1630	Escherichia coli (strain K12)	218
eco:b1640	P77570	ANMK_ECOLI	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK ydhH b1640 JW1632	Escherichia coli (strain K12)	369
eco:b1646	P0AGD1	SODC_ECOLI	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Bacteriocuprein)	sodC b1646 JW1638	Escherichia coli (strain K12)	173
eco:b1651	P0AC81	LGUL_ECOLI	reviewed	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	gloA b1651 JW1643	Escherichia coli (strain K12)	135
eco:b1652	P30014	RNT_ECOLI	reviewed	Ribonuclease T (EC 3.1.13.-) (Exoribonuclease T) (RNase T)	rnt b1652 JW1644	Escherichia coli (strain K12)	215
eco:b1656	P0AGD3	SODF_ECOLI	reviewed	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB b1656 JW1648	Escherichia coli (strain K12)	193
eco:b1662	P0AFU8	RISA_ECOLI	reviewed	Riboflavin synthase (RS) (EC 2.5.1.9)	ribC ribE b1662 JW1654	Escherichia coli (strain K12)	213
eco:b1676	P0AD61	KPYK1_ECOLI	reviewed	Pyruvate kinase I (EC 2.7.1.40) (PK-1)	pykF b1676 JW1666	Escherichia coli (strain K12)	470
eco:b1680	P77444	SUFS_ECOLI	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Selenocysteine beta-lyase) (SCL) (Selenocysteine lyase) (EC 4.4.1.16) (Selenocysteine reductase)	sufS csdB ynhB b1680 JW1670	Escherichia coli (strain K12)	406
eco:b1692	P0A6D5	YDIB_ECOLI	reviewed	Quinate/shikimate dehydrogenase (EC 1.1.1.282) (NAD-dependent shikimate 5-dehydrogenase)	ydiB	Escherichia coli (strain K12)	288
eco:b1693	P05194	AROD_ECOLI	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	aroD b1693 JW1683	Escherichia coli (strain K12)	252
eco:b1695	P0A9U8	YDIO_ECOLI	reviewed	Probable acyl-CoA dehydrogenase YdiO (EC 1.3.-.-)	ydiO b1695 JW5275	Escherichia coli (strain K12)	383
eco:b1701	P38135	FADK_ECOLI	reviewed	Medium-chain fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase) (ACS) (Fatty acyl-CoA synthetase FadK)	fadK ydiD b1701 JW5910	Escherichia coli (strain K12)	566
eco:b1702	P23538	PPSA_ECOLI	reviewed	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	ppsA pps b1702 JW1692	Escherichia coli (strain K12)	792
eco:b1704	P00887	AROH_ECOLI	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroH b1704 JW1694	Escherichia coli (strain K12)	348
eco:b1713	P07395	SYFB_ECOLI	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT b1713 JW1703	Escherichia coli (strain K12)	795
eco:b1714	P08312	SYFA_ECOLI	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS b1714 JW5277	Escherichia coli (strain K12)	327
eco:b1719	P0A8M3	SYT_ECOLI	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS b1719 JW1709	Escherichia coli (strain K12)	642
eco:b1723	P06999	PFKB_ECOLI	reviewed	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2)	pfkB b1723 JW5280	Escherichia coli (strain K12)	309
eco:b1732	P21179	CATE_ECOLI	reviewed	Catalase HPII (EC 1.11.1.6) (Hydroxyperoxidase II)	katE b1732 JW1721	Escherichia coli (strain K12)	753
eco:b1733	P37794	CHBG_ECOLI	reviewed	Chitooligosaccharide deacetylase ChbG (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG ydjC b1733 JW1722	Escherichia coli (strain K12)	249
eco:b1740	P18843	NADE_ECOLI	reviewed	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (Nicotinamide adenine dinucleotide synthetase) (NADS) (Nitrogen regulatory protein)	nadE efg ntrL b1740 JW1729	Escherichia coli (strain K12)	275
eco:b1744	P76215	ASTE_ECOLI	reviewed	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE ydjS b1744 JW1733	Escherichia coli (strain K12)	322
eco:b1745	P76216	ASTB_ECOLI	reviewed	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB ydjT b1745 JW1734	Escherichia coli (strain K12)	447
eco:b1746	P76217	ASTD_ECOLI	reviewed	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD ydjU b1746 JW5282	Escherichia coli (strain K12)	492
