X1,X2,X3,X4,X5,X6,X7,X8,cid
somatrem,Growth hormone receptor agonist,CHEMBL1976,Growth hormone receptor,P10912,Growth hormone receptor,Homo sapiens,membrane receptor,NA
somatropin,Growth hormone receptor agonist,CHEMBL1976,Growth hormone receptor,P10912,Growth hormone receptor,Homo sapiens,membrane receptor,NA
pegvisomant,Growth hormone receptor antagonist,CHEMBL1976,Growth hormone receptor,P10912,Growth hormone receptor,Homo sapiens,membrane receptor,NA
sermorelin acetate,Growth hormone-releasing hormone receptor agonist,CHEMBL2032,Growth hormone-releasing hormone receptor,Q02643,Growth hormone-releasing hormone receptor,Homo sapiens,membrane receptor  7tm2  peptide  glucagon-like  growth hormone-releasing hormone receptor,16132412
tesamorelin,Growth hormone-releasing hormone receptor agonist,CHEMBL2032,Growth hormone-releasing hormone receptor,Q02643,Growth hormone-releasing hormone receptor,Homo sapiens,membrane receptor  7tm2  peptide  glucagon-like  growth hormone-releasing hormone receptor,146681838
linaclotide,Heat-stable enterotoxin receptor agonist,CHEMBL1795197,Heat-stable enterotoxin receptor,P25092,Heat-stable enterotoxin receptor,Homo sapiens,enzyme  lyase  guanylate cyclase  receptor guanylate cyclase,131673845
dimercaprol,Heavy metals chelating agent,CHEMBL2363053,Heavy metals,NA,NA,NA,NA,3080
idursulfase,Heparan sulfate hydrolytic enzyme,CHEMBL2364677,Heparan sulfate,NA,NA,Homo sapiens,NA,NA
laronidase,Heparan sulfate hydrolytic enzyme,CHEMBL2364677,Heparan sulfate,NA,NA,Homo sapiens,NA,NA
protamine sulfate,Heparin inhibitor,CHEMBL2364712,Heparin,NA,NA,Homo sapiens,NA,NA
dasabuvir,Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Q8JXU8,NS5B protein,Hepatitis C virus,enzyme  transferase,56640146
ribavirin,Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Q8JXU8,NS5B protein,Hepatitis C virus,enzyme  transferase,37542
sofosbuvir,Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Q8JXU8,NS5B protein,Hepatitis C virus,enzyme  transferase,129010435
boceprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",A3EZI9,NS3,Hepatitis C virus,enzyme  protease  serine  pas  s29,10324367
boceprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",D2K2A8,Non-structural protein 4A,Hepatitis C virus,enzyme  protease  serine  pas  s29  reg,10324367
paritaprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",A3EZI9,NS3,Hepatitis C virus,enzyme  protease  serine  pas  s29,45110509
paritaprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",D2K2A8,Non-structural protein 4A,Hepatitis C virus,enzyme  protease  serine  pas  s29  reg,45110509
simeprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",A3EZI9,NS3,Hepatitis C virus,enzyme  protease  serine  pas  s29,118984465
simeprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",D2K2A8,Non-structural protein 4A,Hepatitis C virus,enzyme  protease  serine  pas  s29  reg,118984465
telaprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",A3EZI9,NS3,Hepatitis C virus,enzyme  protease  serine  pas  s29,3010818
telaprevir,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",D2K2A8,Non-structural protein 4A,Hepatitis C virus,enzyme  protease  serine  pas  s29  reg,3010818
cabozantinib,Hepatocyte growth factor receptor inhibitor,CHEMBL3717,Hepatocyte growth factor receptor,P08581,Hepatocyte growth factor receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  met,25102847
crizotinib,Hepatocyte growth factor receptor inhibitor,CHEMBL3717,Hepatocyte growth factor receptor,P08581,Hepatocyte growth factor receptor,Homo sapiens,enzyme  kinase  protein kinase  tk  met,11626560
amiodarone,HERG blocker,CHEMBL240,HERG,Q12809,Potassium voltage-gated channel subfamily H member 2,Homo sapiens,ion channel  vgc  k  vg k,2157
dofetilide,HERG blocker,CHEMBL240,HERG,Q12809,Potassium voltage-gated channel subfamily H member 2,Homo sapiens,ion channel  vgc  k  vg k,71329
ibutilide,HERG blocker,CHEMBL240,HERG,Q12809,Potassium voltage-gated channel subfamily H member 2,Homo sapiens,ion channel  vgc  k  vg k,60753
sotalol,HERG blocker,CHEMBL240,HERG,Q12809,Potassium voltage-gated channel subfamily H member 2,Homo sapiens,ion channel  vgc  k  vg k,5253
histamine,Histamine H1 receptor agonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,774
tolazoline,Histamine H1 receptor agonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5504
acrivastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5284514
alcaftadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,19371515
antazoline,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2200
astemizole,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2247
azatadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,19861
azelastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2267
bepotastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,164522
bromodiphenhydramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2444
brompheniramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,6834
buclizine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,6729
carbinoxamine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2564
cetirizine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2678
chlorpheniramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2725
clemastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,26987
cyclizine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,6726
cyproheptadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2913
desloratadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,124087
dexbrompheniramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,16960
dexchlorpheniramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,33036
dimenhydrinate,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,10660
diphenhydramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3100
diphenylpyraline,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3103
doxylamine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3162
emedastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3219
epinastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3241
fexofenadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3348
hydroxyzine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3658
ketotifen,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3827
levocabastine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,54385
levocetirizine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,1549000
loratadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3957
meclizine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4034
methdilazine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,14677
methylpromazine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5574
olopatadine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5281071
orphenadrine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4601
pheniramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4761
promethazine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4927
propiomazine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4940
pyrilamine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4992
trimipramine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5584
tripelennamine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5587
triprolidine,Histamine H1 receptor antagonist,CHEMBL231,Histamine H1 receptor,P35367,Histamine H1 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5282443
betazole,Histamine H2 receptor agonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,7741
tolazoline,Histamine H2 receptor agonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,5504
cimetidine,Histamine H2 receptor antagonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,2756
famotidine,Histamine H2 receptor antagonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3325
methantheline,Histamine H2 receptor antagonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,4097
nizatidine,Histamine H2 receptor antagonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3033637
ranitidine,Histamine H2 receptor antagonist,CHEMBL1941,Histamine H2 receptor,P25021,Histamine H2 receptor,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,3001055
vorinostat,Histone deacetylase 1 inhibitor,CHEMBL325,Histone deacetylase 1,Q13547,Histone deacetylase 1,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5311
vorinostat,Histone deacetylase 2 inhibitor,CHEMBL1937,Histone deacetylase 2,Q92769,Histone deacetylase 2,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5311
vorinostat,Histone deacetylase 3 inhibitor,CHEMBL1829,Histone deacetylase 3,O15379,Histone deacetylase 3,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5311
vorinostat,Histone deacetylase 6 inhibitor,CHEMBL1865,Histone deacetylase 6,Q9UBN7,Histone deacetylase 6,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,5311
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,O15379,Histone deacetylase 3,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,P56524,Histone deacetylase 4,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q13547,Histone deacetylase 1,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q8WUI4,Histone deacetylase 7,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q92769,Histone deacetylase 2,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q969S8,Histone deacetylase 10,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q96DB2,Histone deacetylase 11,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iv,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9BY41,Histone deacetylase 8,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UBN7,Histone deacetylase 6,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UKV0,Histone deacetylase 9,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918638
belinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UQL6,Histone deacetylase 5,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918638
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,O15379,Histone deacetylase 3,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,P56524,Histone deacetylase 4,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q13547,Histone deacetylase 1,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q8WUI4,Histone deacetylase 7,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q92769,Histone deacetylase 2,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q969S8,Histone deacetylase 10,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q96DB2,Histone deacetylase 11,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iv,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9BY41,Histone deacetylase 8,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UBN7,Histone deacetylase 6,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UKV0,Histone deacetylase 9,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918837
panobinostat,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UQL6,Histone deacetylase 5,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,6918837
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,O15379,Histone deacetylase 3,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,P56524,Histone deacetylase 4,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q13547,Histone deacetylase 1,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q8WUI4,Histone deacetylase 7,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q92769,Histone deacetylase 2,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q969S8,Histone deacetylase 10,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q96DB2,Histone deacetylase 11,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iv,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9BY41,Histone deacetylase 8,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class i,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UBN7,Histone deacetylase 6,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iib,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UKV0,Histone deacetylase 9,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,5352062
romidepsin,Histone deacetylase inhibitor,CHEMBL2093865,Histone deacetylase,Q9UQL6,Histone deacetylase 5,Homo sapiens,epigenetic regulator  eraser  hdac  hdac class iia,5352062
atorvastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,60823
cerivastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,446156
fluvastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,23663976
lovastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,53232
pitavastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,5282452
pravastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,54687
rosuvastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,446157
simvastatin,HMG-CoA reductase inhibitor,CHEMBL402,HMG-CoA reductase,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,enzyme  reductase,54454
acyclovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,135398513
cidofovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,60613
famciclovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,3324
foscarnet,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,3415
ganciclovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,135398740
penciclovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,135398748
valacyclovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,135398742
valganciclovir,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,135413535
vidarabine,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,Human herpesvirus 1 DNA polymerase,P04293,DNA polymerase catalytic subunit,Herpes simplex virus (type 1 / strain 17),enzyme  transferase,21704
dolutegravir,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL3471,Human immunodeficiency virus type 1 integrase,Q7ZJM1,Integrase,Human immunodeficiency virus 1,enzyme  hydrolase,54726191
elvitegravir,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL3471,Human immunodeficiency virus type 1 integrase,Q7ZJM1,Integrase,Human immunodeficiency virus 1,enzyme  hydrolase,5277135
raltegravir,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL3471,Human immunodeficiency virus type 1 integrase,Q7ZJM1,Integrase,Human immunodeficiency virus 1,enzyme  hydrolase,54671008
amprenavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,65016
atazanavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,148192
darunavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,213039
fosamprenavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,131536
indinavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,5362440
lopinavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,92727
nelfinavir,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,Q72874,Pol polyprotein,Human immunodeficiency virus 1,enzyme  protease  aspartic  aa  a2a,64143
